id_client,date_inscription,segment,ville,age
C01657,2022-04-28,Professionnel,  Nantes ,16.0
C01658,2019-11-06,Particulier,Lille,55.0
C01659,2021-05-29,Particulier,Lyon,48.0
C01660,2020-09-15,Particulier,Lyon,17.0
C01661,2020-12-15,Particulier,LYON,39.0
C01662,2019-11-13,Professionnel,LILLE,55.0
C01663,2023-08-24,Professionnel,Toulouse,29.0
C01664,2019-02-25,Professionnel,BORDEAUX,72.0
C01665,2021-06-14,Professionnel,TOULOUSE,66.0
C01666,2019-02-24,Professionnel,Bordeaux,
C01667,2020-06-19,Association,Lyon,56.0
C01668,2020-08-07,Professionnel,Bordeaux,74.0
C01669,2022-01-11,Professionnel,  Lyon ,43.0
C01670,2022-04-04,Professionnel,Bordeaux,21.0
C01671,2020-04-29,Particulier,Toulouse,40.0
C01672,2023-02-02,Professionnel,Lyon,31.0
C01673,2021-09-27,Professionnel,Marseille,41.0
C01674,2019-04-02,Particulier,  Lyon ,46.0
C01675,2022-04-09,Particulier,  Strasbourg ,43.0
C01676,2020-04-24,Professionnel,Paris,22.0
C01677,2020-04-01,Professionnel,Lille,36.0
C01678,2023-06-21,Association,  Lille ,33.0
C01679,2021-12-12,Professionnel,Paris,47.0
C01680,2020-11-25,Particulier,Strasbourg,35.0
C01681,2021-11-21,Particulier,Lille,46.0
C01682,2019-05-31,Particulier,  Paris ,42.0
C01683,2019-06-09,Particulier,Nantes,47.0
C01684,2022-10-20,Particulier,Strasbourg,33.0
C01685,2020-11-27,Professionnel,Lyon,43.0
C01686,2019-04-04,Professionnel,Lille,53.0
C01687,2022-09-22,Particulier,Bordeaux,22.0
C01688,2019-11-17,Particulier,Toulouse,47.0
C01689,2020-05-18,Professionnel,Nantes,53.0
C01690,2021-01-02,Professionnel,Nantes,54.0
C01691,2024-03-22,Particulier,PARIS,22.0
C01692,2024-04-10,Particulier,Nantes,40.0
C01693,2023-03-10,Professionnel,Strasbourg,56.0
C01694,2023-06-26,Professionnel,MARSEILLE,34.0
C01695,2022-01-14,Particulier,LILLE,
C01696,2022-08-03,Association,Bordeaux,67.0
C01697,2021-02-12,Professionnel,Toulouse,43.0
C01698,2022-06-06,Professionnel,LYON,34.0
C01699,2021-06-09,Professionnel,Paris,56.0
C01700,2024-05-11,Professionnel,lille,
C01701,2019-09-14,Association,Strasbourg,
C01702,2019-08-22,Professionnel,nantes,51.0
C01703,2019-04-07,Particulier,strasbourg,37.0
C01704,2024-06-11,Particulier,Strasbourg,48.0
C01705,2023-01-19,Particulier,Strasbourg,46.0
C01706,2019-01-12,Professionnel,Toulouse,33.0
C01707,2021-07-21,Particulier,Toulouse,63.0
C01708,2020-06-16,Particulier,Marseille,50.0
C01709,2019-04-20,Association,bordeaux,43.0
C01710,2019-03-18,Association,Marseille,45.0
C01711,2019-08-06,Association,Lyon,46.0
C01712,2019-11-06,Association,Marseille,76.0
C01713,2020-09-08,Particulier,lille,28.0
C01714,2019-09-30,Particulier,BORDEAUX,43.0
C01715,2019-02-25,Particulier,Strasbourg,37.0
C01716,2022-06-05,Professionnel,NANTES,26.0
C01717,2019-05-17,Particulier,MARSEILLE,48.0
C01718,2019-06-16,Association,Nantes,4.0
C01719,2019-08-07,Particulier,Paris,51.0
C01720,2019-05-13,Particulier,Nantes,11.0
C01721,2019-12-19,Association,Paris,
C01722,2021-12-11,Particulier,paris,29.0
C01723,2023-02-01,Particulier,Nantes,57.0
C01724,2021-05-09,Association,Nantes,40.0
C01725,2019-03-28,Particulier,Strasbourg,30.0
C01726,2021-02-04,Particulier,Bordeaux,
C01727,2019-05-28,Professionnel,Marseille,0.0
C01728,2023-09-23,Particulier,BORDEAUX,33.0
C01729,2019-09-22,Professionnel,Paris,31.0
C01730,2020-09-27,Professionnel,LYON,50.0
C01731,2019-03-18,Particulier,  Lyon ,38.0
C01732,2022-12-21,Particulier,Marseille,13.0
C01733,2020-06-30,Association,marseille,36.0
C01734,2021-06-09,Professionnel,lyon,0.0
C01735,2021-07-17,Professionnel,Lyon,
C01736,2023-03-27,Professionnel,Lille,2.0
C01737,2023-03-14,Professionnel,Marseille,
C01738,2020-07-20,Association,STRASBOURG,50.0
C01739,2021-10-19,Particulier,LILLE,29.0
C01740,2022-10-10,Particulier,Lyon,54.0
C01741,2020-07-11,Association,Bordeaux,18.0
C01742,2021-07-09,Association,Nantes,23.0
C01743,2021-03-01,Particulier,Marseille,32.0
C01744,2021-05-01,Particulier,Toulouse,62.0
C01745,2024-04-28,Particulier,Strasbourg,37.0
C01746,2021-11-21,Particulier,Strasbourg,30.0
C01747,2019-06-26,Professionnel,Toulouse,40.0
C01748,2022-05-30,Professionnel,Nantes,40.0
C01749,2023-10-24,Particulier,Bordeaux,51.0
C01750,2021-04-11,Particulier,paris,
C01751,2024-04-13,Association,Toulouse,49.0
C01752,2019-10-22,Association,Marseille,55.0
C01753,2024-01-23,Particulier,Nantes,43.0
C01754,2023-02-08,Particulier,Lille,62.0
C01755,2020-07-06,Particulier,Lille,50.0
C01756,2020-01-26,Professionnel,Lille,23.0
C01757,2020-07-05,Professionnel,lille,42.0
C01758,2019-08-15,Association,  Nantes ,999.0
C01759,2021-07-27,Particulier,Lille,12.0
C01760,2023-06-25,Professionnel,Strasbourg,23.0
C01761,2022-05-29,Particulier,Lyon,
C01762,2022-02-05,Association,lille,36.0
C01763,2019-12-01,Professionnel,nantes,54.0
C01764,2024-02-19,Professionnel,Marseille,40.0
C01765,2019-12-16,Professionnel,strasbourg,33.0
C01766,2020-12-15,Particulier,Marseille,37.0
C01767,2023-07-10,Particulier,Strasbourg,31.0
C01768,2023-11-05,Particulier,PARIS,31.0
C01769,2022-12-11,Particulier,Lyon,23.0
C01770,2023-05-22,Particulier,LYON,66.0
C01771,2019-05-17,Particulier,Paris,37.0
C01772,2019-03-12,Particulier,paris,47.0
C01773,2020-01-18,Professionnel,NANTES,38.0
C01774,2020-06-20,Professionnel,NANTES,
C01775,2020-01-25,Professionnel,Lille,999.0
C01776,2020-10-31,Particulier,Marseille,62.0
C01777,2023-09-09,Association,Strasbourg,40.0
C01778,2023-05-12,Particulier,Paris,32.0
C01779,2021-05-19,Association,toulouse,32.0
C01780,2022-12-16,Association,Marseille,63.0
C01781,2019-05-17,Particulier,Paris,36.0
C01782,2023-08-19,Particulier,marseille,32.0
C01783,2019-01-21,Professionnel,Strasbourg,61.0
C01784,2021-09-04,Professionnel,strasbourg,40.0
C01785,2023-01-13,Association,BORDEAUX,16.0
C01786,2020-01-04,Association,Marseille,44.0
C01787,2019-05-17,Particulier,Toulouse,31.0
C01788,2021-10-15,Particulier,Marseille,41.0
C01789,2020-06-14,Particulier,Lille,36.0
C01790,2022-11-28,Professionnel,Bordeaux,41.0
C01791,2020-10-29,Particulier,  Toulouse ,38.0
C01792,2024-03-24,Particulier,Strasbourg,47.0
C01793,2023-12-29,Professionnel,Nantes,39.0
C01794,2021-05-16,Professionnel,Lille,28.0
C01795,2021-04-21,Association,Marseille,60.0
C01796,2020-11-27,Particulier,Bordeaux,40.0
C01797,2024-03-04,Association,Nantes,30.0
C01798,2020-02-16,Particulier,Lyon,39.0
C01799,2020-07-11,Particulier,Bordeaux,53.0
C01800,2020-07-22,Professionnel,  Toulouse ,40.0
C01801,2020-05-19,Particulier,Lyon,31.0
C01802,2023-10-10,Particulier,Lyon,50.0
C01803,2020-01-11,Association,  Nantes ,
C01804,2024-05-06,Particulier,strasbourg,41.0
C01805,2024-05-24,Particulier,lyon,64.0
C01806,2023-02-26,Particulier,paris,23.0
C01807,2021-12-14,Professionnel,toulouse,55.0
C01808,2019-01-05,Particulier,paris,61.0
C01809,2022-06-25,Association,bordeaux,34.0
C01810,2020-02-28,Particulier,Lyon,
C01811,2021-09-02,Association,Paris,43.0
C01812,2021-06-18,Particulier,Paris,26.0
C01813,2019-08-25,Particulier,Lyon,47.0
C01814,2023-04-15,Particulier,LILLE,26.0
C01815,2020-04-08,Particulier,Paris,39.0
C01816,2021-04-02,Professionnel,STRASBOURG,47.0
C01817,2021-11-07,Professionnel,Lille,39.0
C01818,2020-09-20,Association,Toulouse,
C01819,2022-10-30,Association,Toulouse,49.0
C01820,2020-03-27,Particulier,Toulouse,57.0
C01821,2019-01-19,Professionnel,Lyon,999.0
C01822,2020-07-23,Association,  Paris ,33.0
C01823,2024-05-24,Professionnel,Lille,24.0
C01824,2021-10-17,Particulier,toulouse,61.0
C01825,2020-10-25,Professionnel,  Nantes ,26.0
C01826,2023-09-07,Particulier,Lille,68.0
C01827,2023-04-15,Association,Lyon,57.0
C01828,2024-06-06,Professionnel,TOULOUSE,42.0
C01829,2020-06-04,Particulier,  Bordeaux ,66.0
C01830,2023-02-23,Particulier,Nantes,53.0
C01831,2019-01-09,Association,Lille,42.0
C01832,2022-08-11,Particulier,Paris,39.0
C01833,2022-08-02,Professionnel,Paris,44.0
C01834,2023-08-23,Particulier,Marseille,17.0
C01835,2020-01-03,Particulier,Paris,45.0
C01836,2020-10-15,Particulier,Paris,37.0
C01837,2020-02-02,Particulier,Bordeaux,30.0
C01838,2022-03-23,Association,Nantes,37.0
C01839,2023-04-10,Particulier,Bordeaux,45.0
C01840,2021-07-27,Professionnel,Paris,61.0
C01841,2020-11-11,Particulier,Nantes,50.0
C01842,2019-03-30,Association,Marseille,65.0
C01843,2020-06-26,Particulier,Lyon,34.0
C01844,2020-07-02,Particulier,Marseille,28.0
C01845,2021-09-29,Particulier,strasbourg,68.0
C01846,2022-03-20,Particulier,Strasbourg,42.0
C01847,2020-01-07,Particulier,Bordeaux,45.0
C01848,2020-06-01,Particulier,NANTES,50.0
C01849,2019-03-28,Professionnel,  Toulouse ,67.0
C01850,2020-04-25,Particulier,MARSEILLE,46.0
C01851,2019-10-05,Particulier,Toulouse,-1.0
C01852,2023-10-17,Professionnel,Bordeaux,56.0
C01853,2019-08-07,Particulier,Lyon,50.0
C01854,2022-10-12,Professionnel,Strasbourg,23.0
C01855,2023-02-14,Association,Bordeaux,35.0
C01856,2022-07-14,Particulier,Strasbourg,63.0
C01857,2024-02-22,Professionnel,Bordeaux,36.0
C01858,2023-06-30,Association,Marseille,39.0
C01859,2020-11-18,Particulier,  Bordeaux ,40.0
C01860,2024-04-17,Association,Paris,40.0
C01861,2023-01-28,Professionnel,Toulouse,26.0
C01862,2024-06-22,Professionnel,  Strasbourg ,37.0
C01863,2021-03-16,Particulier,Marseille,-1.0
C01864,2019-08-17,Association,toulouse,
C01865,2019-06-07,Particulier,Marseille,59.0
C01866,2019-08-06,Particulier,Bordeaux,39.0
C01867,2021-04-28,Professionnel,PARIS,62.0
C01868,2019-09-08,Particulier,Nantes,51.0
C01869,2019-02-03,Particulier,Lille,45.0
C01870,2019-01-06,Particulier,LYON,44.0
C01871,2024-06-03,Professionnel,Lille,57.0
C01872,2022-10-31,Professionnel,LILLE,42.0
C01873,2022-07-21,Professionnel,Nantes,42.0
C01874,2019-09-02,Association,Lille,44.0
C01875,2022-07-26,Particulier,Nantes,18.0
C01876,2020-11-09,Professionnel,NANTES,33.0
C01877,2020-08-22,Particulier,Nantes,32.0
C01878,2022-08-14,Professionnel,Nantes,33.0
C01879,2020-08-05,Professionnel,Strasbourg,31.0
C01880,2024-04-01,Professionnel,Toulouse,26.0
C01881,2022-12-03,Association,toulouse,15.0
C01882,2020-05-25,Professionnel,Strasbourg,69.0
C01883,2019-06-01,Particulier,Nantes,77.0
C01884,2020-10-03,Professionnel,Lyon,
C01885,2019-03-28,Particulier,Bordeaux,46.0
C01886,2019-03-14,Particulier,Nantes,39.0
C01887,2021-09-13,Professionnel,Lille,
C01888,2020-12-06,Particulier,Marseille,54.0
C01889,2021-07-05,Particulier,Strasbourg,48.0
C01890,2023-11-20,Association,Lyon,45.0
C01891,2022-12-23,Particulier,toulouse,37.0
C01892,2022-01-18,Association,Bordeaux,22.0
C01893,2019-04-30,Particulier,Lyon,
C01894,2019-11-30,Particulier,Lille,49.0
C01895,2019-11-02,Particulier,Bordeaux,35.0
C01896,2022-06-14,Particulier,Paris,4.0
C01897,2021-03-22,Association,Nantes,26.0
C01898,2021-02-26,Particulier,Toulouse,41.0
C01899,2020-10-10,Particulier,Lille,35.0
C01900,2020-07-04,Particulier,Marseille,47.0
C01901,2021-12-27,Professionnel,Toulouse,48.0
C01902,2019-07-16,Professionnel,LILLE,24.0
C01903,2020-03-14,Professionnel,Strasbourg,60.0
C01904,2020-12-25,Particulier,LYON,48.0
C01905,2020-12-17,Particulier,Paris,47.0
C01906,2021-06-29,Particulier,TOULOUSE,46.0
C01907,2019-02-26,Professionnel,Nantes,51.0
C01908,2019-06-12,Particulier,Toulouse,45.0
C01909,2023-11-30,Particulier,TOULOUSE,56.0
C01910,2023-12-25,Association,  Bordeaux ,39.0
C01911,2019-02-18,Professionnel,Nantes,52.0
C01912,2021-02-22,Particulier,Marseille,50.0
C01913,2023-12-30,Association,Marseille,40.0
C01914,2021-02-28,Particulier,Toulouse,26.0
C01915,2020-07-10,Particulier,Bordeaux,62.0
C01916,2019-05-02,Professionnel,Marseille,55.0
C01917,2022-07-05,Professionnel,Nantes,26.0
C01918,2021-01-19,Professionnel,Marseille,31.0
C01919,2019-10-14,Professionnel,Marseille,37.0
C01920,2020-01-16,Particulier,strasbourg,36.0
C01921,2020-09-28,Professionnel,Bordeaux,42.0
C01922,2023-11-05,Particulier,Paris,50.0
C01923,2022-09-23,Particulier,Toulouse,37.0
C01924,2020-07-25,Particulier,NANTES,41.0
C01925,2021-03-06,Particulier,Marseille,28.0
C01926,2019-09-05,Particulier,Paris,30.0
C01927,2020-10-03,Particulier,STRASBOURG,58.0
C01928,2022-01-21,Professionnel,Marseille,17.0
C01929,2019-07-01,Professionnel,Paris,5.0
C01930,2020-05-29,Professionnel,Paris,35.0
C01931,2020-06-06,Particulier,Strasbourg,29.0
C01932,2023-11-27,Professionnel,Strasbourg,19.0
C01933,2019-10-08,Particulier,Nantes,
C01934,2021-04-15,Professionnel,Paris,48.0
C01935,2023-07-27,Particulier,Lyon,35.0
C01936,2019-10-07,Particulier,marseille,26.0
C01937,2022-04-12,Particulier,MARSEILLE,
C01938,2023-12-17,Particulier,Toulouse,34.0
C01939,2020-08-31,Particulier,Paris,34.0
C01940,2022-07-21,Professionnel,Lille,63.0
C01941,2020-09-30,Particulier,Bordeaux,27.0
C01942,2021-09-27,Association,Lille,51.0
C01943,2024-04-25,Particulier,PARIS,35.0
C01944,2021-03-06,Particulier,Lille,26.0
C01945,2023-11-09,Particulier,  Toulouse ,16.0
C01946,2022-06-10,Particulier,Lille,33.0
C01947,2023-02-24,Particulier,bordeaux,10.0
C01948,2024-01-27,Professionnel,Toulouse,18.0
C01949,2021-03-30,Particulier,Paris,36.0
C01950,2020-09-26,Particulier,Toulouse,64.0
C01951,2023-07-23,Professionnel,Lille,27.0
C01952,2023-02-03,Particulier,Lille,60.0
C01953,2019-05-23,Professionnel,Bordeaux,47.0
C01954,2022-07-30,Particulier,Paris,40.0
C01955,2019-11-26,Professionnel,Marseille,39.0
C01956,2020-10-29,Particulier,  Bordeaux ,47.0
C01957,2019-08-05,Particulier,Lyon,
C01958,2022-12-17,Association,Lille,37.0
C01959,2019-04-02,Professionnel,Bordeaux,32.0
C01960,2019-05-16,Association,Nantes,22.0
C01961,2021-10-12,Professionnel,Marseille,41.0
C01962,2023-03-28,Association,Toulouse,30.0
C01963,2023-08-01,Association,Nantes,61.0
C01964,2019-08-27,Association,Lille,60.0
C01965,2020-06-14,Particulier,Nantes,
C01966,2023-12-24,Particulier,lyon,50.0
C01967,2021-05-23,Particulier,MARSEILLE,31.0
C01968,2021-12-11,Association,Lyon,36.0
C01969,2023-01-12,Professionnel,Lyon,60.0
C01970,2024-03-17,Particulier,TOULOUSE,48.0
C01971,2023-10-09,Particulier,Bordeaux,55.0
C01972,2024-04-21,Particulier,  Nantes ,45.0
C01973,2024-06-15,Particulier,Strasbourg,27.0
C01974,2019-04-20,Particulier,TOULOUSE,
C01975,2019-05-24,Particulier,Paris,39.0
C01976,2023-05-13,Particulier,Toulouse,44.0
C01977,2023-11-14,Association,Toulouse,7.0
C01978,2023-12-09,Professionnel,Paris,43.0
C01979,2023-02-06,Particulier,Bordeaux,46.0
C01980,2019-01-03,Professionnel,MARSEILLE,58.0
C01981,2022-03-27,Particulier,Bordeaux,30.0
C01982,2024-04-19,Professionnel,TOULOUSE,49.0
C01983,2019-03-11,Professionnel,Lille,1.0
C01984,2020-11-05,Association,TOULOUSE,37.0
C01985,2020-06-26,Professionnel,  Lille ,24.0
C01986,2023-12-05,Professionnel,strasbourg,62.0
C01987,2021-06-30,Particulier,paris,40.0
C01988,2019-07-25,Professionnel,Lyon,37.0
C01989,2019-08-15,Professionnel,nantes,
C01990,2024-04-07,Association,Paris,56.0
C01991,2021-04-13,Professionnel,  Strasbourg ,
C01992,2020-03-18,Professionnel,Marseille,
C01993,2019-05-30,Particulier,Marseille,37.0
C01994,2022-03-14,Particulier,strasbourg,43.0
C01995,2019-05-20,Particulier,LILLE,40.0
C01996,2023-06-09,Association,Lyon,23.0
C01997,2019-01-31,Professionnel,Nantes,29.0
C01998,2020-08-30,Particulier,Bordeaux,27.0
C01999,2023-06-18,Particulier,Bordeaux,58.0
C02000,2024-03-26,Professionnel,Marseille,50.0
C02001,2023-10-28,Particulier,Toulouse,41.0
C02002,2023-01-31,Particulier,lyon,49.0
C02003,2021-02-13,Particulier,Marseille,
C02004,2023-03-19,Association,  Lille ,24.0
C02005,2020-07-23,Particulier,nantes,38.0
C02006,2020-11-09,Professionnel,Toulouse,23.0
C02007,2023-05-14,Particulier,MARSEILLE,43.0
C02008,2022-02-10,Particulier,strasbourg,43.0
C02009,2022-01-31,Professionnel,Marseille,31.0
C02010,2023-06-02,Professionnel,Toulouse,30.0
C02011,2023-11-08,Particulier,Strasbourg,45.0
C02012,2019-01-14,Particulier,Nantes,50.0
C02013,2024-05-03,Association,  Strasbourg ,
C02014,2023-08-30,Particulier,Toulouse,38.0
C02015,2024-02-17,Particulier,Marseille,0.0
C02016,2022-09-15,Professionnel,lille,63.0
C02017,2023-05-26,Particulier,Lyon,59.0
C02018,2023-03-11,Particulier,Lyon,72.0
C02019,2019-10-23,Particulier,Paris,59.0
C02020,2022-04-16,Particulier,Marseille,16.0
C02021,2023-08-05,Professionnel,Bordeaux,66.0
C02022,2023-09-08,Association,lille,35.0
C02023,2024-06-06,Professionnel,Strasbourg,46.0
C02024,2023-05-16,Particulier,Lille,25.0
C02025,2022-08-09,Particulier,Strasbourg,37.0
C02026,2021-10-04,Particulier,Lyon,36.0
C02027,2023-08-01,Particulier,BORDEAUX,47.0
C02028,2024-04-30,Association,Strasbourg,
C02029,2023-08-08,Particulier,Strasbourg,20.0
C02030,2019-05-15,Particulier,  Lyon ,22.0
C02031,2020-08-28,Particulier,Lille,35.0
C02032,2020-06-25,Professionnel,Lille,47.0
C02033,2020-09-05,Association,bordeaux,42.0
C02034,2022-11-10,Professionnel,Marseille,21.0
C02035,2023-10-24,Particulier,Nantes,57.0
C02036,2021-03-15,Professionnel,STRASBOURG,38.0
C02037,2020-12-10,Professionnel,Bordeaux,35.0
C02038,2022-08-10,Association,Strasbourg,30.0
C02039,2023-12-27,Professionnel,Bordeaux,42.0
C02040,2020-01-27,Particulier,lyon,
C02041,2023-05-06,Particulier,Lyon,50.0
C02042,2019-02-23,Particulier,nantes,0.0
C02043,2024-04-03,Particulier,marseille,
C02044,2021-01-17,Professionnel,Nantes,60.0
C02045,2021-11-23,Professionnel,Bordeaux,32.0
C02046,2022-02-12,Particulier,Strasbourg,46.0
C02047,2019-03-01,Particulier,Marseille,39.0
C02048,2020-01-29,Association,Paris,36.0
C02049,2021-10-20,Professionnel,Toulouse,11.0
C02050,2021-12-11,Professionnel,Nantes,45.0
C02051,2023-11-30,Professionnel,PARIS,
C02052,2023-07-12,Association,LILLE,31.0
C02053,2019-11-04,Particulier,Bordeaux,40.0
C02054,2023-12-31,Professionnel,Marseille,33.0
C02055,2020-11-21,Particulier,marseille,23.0
C02056,2023-02-22,Particulier,Lyon,57.0
C02057,2021-08-10,Professionnel,Lille,54.0
C02058,2019-11-13,Professionnel,Nantes,45.0
C02059,2020-11-27,Professionnel,LYON,28.0
C02060,2020-01-10,Particulier,  Toulouse ,21.0
C02061,2023-05-13,Particulier,Marseille,26.0
C02062,2022-10-06,Particulier,Nantes,43.0
C02063,2020-02-25,Particulier,Paris,40.0
C02064,2021-08-12,Particulier,Strasbourg,30.0
C02065,2023-06-12,Professionnel,bordeaux,42.0
C02066,2021-02-12,Professionnel,Lyon,73.0
C02067,2020-10-04,Particulier,marseille,83.0
C02068,2024-04-25,Particulier,Paris,29.0
C02069,2022-12-25,Particulier,Lille,35.0
C02070,2023-01-01,Professionnel,Toulouse,46.0
C02071,2019-10-10,Particulier,Marseille,56.0
C02072,2023-11-07,Particulier,Paris,43.0
C02073,2024-02-05,Association,Marseille,-1.0
C02074,2019-09-22,Professionnel,Paris,45.0
C02075,2022-06-17,Association,STRASBOURG,49.0
C02076,2021-12-09,Particulier,Nantes,39.0
C02077,2020-09-30,Particulier,MARSEILLE,34.0
C02078,2024-03-20,Professionnel,Bordeaux,39.0
C02079,2023-07-11,Professionnel,bordeaux,38.0
C02080,2022-08-04,Professionnel,Marseille,43.0
C02081,2020-12-20,Professionnel,lille,50.0
C02082,2019-12-05,Association,Strasbourg,27.0
C02083,2021-09-20,Particulier,Toulouse,31.0
C02084,2023-07-04,Particulier,paris,27.0
C02085,2024-04-02,Association,Bordeaux,-1.0
C02086,2020-12-13,Professionnel,Bordeaux,30.0
C02087,2021-11-19,Particulier,Lille,31.0
C02088,2019-09-15,Particulier,toulouse,43.0
C02089,2020-02-05,Particulier,paris,21.0
C02090,2023-09-07,Association,Strasbourg,29.0
C02091,2022-04-22,Association,Strasbourg,49.0
C02092,2020-05-24,Particulier,Marseille,30.0
C02093,2023-06-07,Particulier,Marseille,48.0
C02094,2022-03-24,Professionnel,Strasbourg,54.0
C02095,2022-12-25,Particulier,Lyon,45.0
C02096,2023-07-30,Particulier,Marseille,64.0
C02097,2020-02-23,Particulier,LYON,28.0
C02098,2020-07-19,Professionnel,Lyon,47.0
C02099,2022-10-14,Association,lille,52.0
C02100,2024-02-01,Association,Strasbourg,28.0
C02101,2022-07-01,Particulier,TOULOUSE,37.0
C02102,2019-06-29,Particulier,strasbourg,27.0
C02103,2021-02-15,Association,Marseille,
C02104,2019-11-05,Professionnel,Nantes,33.0
C02105,2021-01-07,Particulier,Paris,49.0
C02106,2020-04-24,Professionnel,Bordeaux,49.0
C02107,2023-01-06,Association,Marseille,27.0
C02108,2023-06-03,Association,Bordeaux,31.0
C02109,2019-12-13,Professionnel,PARIS,35.0
C02110,2024-03-20,Particulier,bordeaux,48.0
C02111,2024-02-12,Professionnel,Paris,33.0
C02112,2023-06-16,Particulier,Strasbourg,38.0
C02113,2021-06-12,Professionnel,Marseille,44.0
C02114,2021-04-29,Particulier,Marseille,
C02115,2019-12-04,Professionnel,  Strasbourg ,33.0
C02116,2020-06-12,Association,lille,45.0
C02117,2020-01-10,Association,Paris,42.0
C02118,2019-08-05,Particulier,Paris,62.0
C02119,2022-12-16,Professionnel,Strasbourg,
C02120,2021-09-30,Professionnel,paris,28.0
C02121,2024-05-21,Professionnel,Nantes,26.0
C02122,2023-08-24,Professionnel,Nantes,59.0
C02123,2022-11-03,Professionnel,BORDEAUX,27.0
C02124,2022-12-03,Professionnel,Lille,
C02125,2023-12-27,Particulier,BORDEAUX,58.0
C02126,2020-12-04,Particulier,bordeaux,27.0
C02127,2019-09-07,Particulier,Lille,38.0
C02128,2021-02-04,Association,NANTES,57.0
C02129,2020-03-08,Particulier,LYON,49.0
C02130,2024-04-07,Professionnel,Nantes,41.0
C02131,2020-02-07,Particulier,Bordeaux,42.0
C02132,2022-07-20,Particulier,Lyon,33.0
C02133,2021-08-01,Professionnel,STRASBOURG,57.0
C02134,2019-01-15,Particulier,Nantes,47.0
C02135,2022-06-18,Particulier,Strasbourg,49.0
C02136,2020-08-21,Professionnel,Paris,38.0
C02137,2023-10-31,Association,  Marseille ,
C02138,2021-05-29,Particulier,Paris,30.0
C02139,2022-08-14,Professionnel,Marseille,55.0
C02140,2022-07-24,Particulier,PARIS,22.0
C02141,2019-01-26,Particulier,Strasbourg,39.0
C02142,2019-02-26,Professionnel,Nantes,41.0
C02143,2022-02-15,Particulier,Paris,31.0
C02144,2021-01-24,Particulier,Strasbourg,21.0
C02145,2020-10-08,Particulier,Lyon,37.0
C02146,2023-07-01,Particulier,Strasbourg,44.0
C02147,2022-08-21,Particulier,Toulouse,34.0
C02148,2022-04-14,Particulier,Lille,38.0
C02149,2021-04-15,Professionnel,Strasbourg,
C02150,2023-04-07,Particulier,Nantes,43.0
C02151,2021-05-04,Professionnel,Paris,47.0
C02152,2021-04-10,Particulier,Lille,31.0
C02153,2021-10-15,Professionnel,Lille,
C02154,2020-10-01,Particulier,BORDEAUX,42.0
C02155,2024-05-27,Particulier,NANTES,29.0
C02156,2023-12-09,Association,Bordeaux,39.0
C02157,2022-02-14,Professionnel,Paris,57.0
C02158,2019-08-21,Professionnel,Marseille,26.0
C02159,2022-01-10,Professionnel,Paris,
C02160,2024-01-04,Particulier,Nantes,32.0
C02161,2019-06-17,Particulier,MARSEILLE,38.0
C02162,2020-09-26,Association,Strasbourg,20.0
C02163,2021-04-21,Professionnel,NANTES,51.0
C02164,2023-03-04,Particulier,Lyon,45.0
C02165,2021-05-24,Professionnel,Toulouse,56.0
C02166,2022-08-01,Professionnel,strasbourg,10.0
C02167,2023-05-19,Professionnel,Strasbourg,
C02168,2021-10-20,Professionnel,nantes,45.0
C02169,2022-05-02,Particulier,Strasbourg,38.0
C02170,2020-06-14,Professionnel,Marseille,24.0
C02171,2021-02-03,Association,Strasbourg,60.0
C02172,2023-08-29,Professionnel,Bordeaux,17.0
C02173,2020-11-02,Professionnel,Paris,33.0
C02174,2019-03-05,Particulier,Paris,31.0
C02175,2021-02-24,Particulier,Lille,31.0
C02176,2023-07-19,Particulier,Nantes,44.0
C02177,2019-03-27,Professionnel,Paris,39.0
C02178,2021-05-04,Professionnel,paris,21.0
C02179,2022-02-22,Particulier,Bordeaux,46.0
C02180,2023-04-08,Professionnel,marseille,35.0
C02181,2023-03-02,Particulier,Lille,63.0
C02182,2023-03-19,Particulier,toulouse,999.0
C02183,2020-05-28,Particulier,Lille,81.0
C02184,2021-02-25,Association,  Strasbourg ,28.0
C02185,2021-01-01,Particulier,Paris,33.0
C02186,2020-10-30,Professionnel,Lyon,38.0
C02187,2022-01-10,Professionnel,Lyon,44.0
C02188,2021-05-31,Professionnel,Paris,50.0
C02189,2022-08-07,Association,Bordeaux,60.0
C02190,2021-12-18,Association,  Paris ,33.0
C02191,2021-06-08,Association,  Nantes ,34.0
C02192,2023-08-25,Association,Bordeaux,57.0
C02193,2021-11-25,Particulier,Lille,49.0
C02194,2020-12-03,Professionnel,  Toulouse ,38.0
C02195,2021-08-13,Professionnel,STRASBOURG,58.0
C02196,2021-01-24,Particulier,Paris,49.0
C02197,2020-05-08,Particulier,STRASBOURG,35.0
C02198,2022-09-30,Association,marseille,66.0
C02199,2022-08-19,Particulier,Lille,42.0
C02200,2020-08-12,Particulier,lyon,40.0
C02201,2023-09-11,Association,Bordeaux,53.0
C02202,2021-12-17,Association,Nantes,40.0
C02203,2023-09-05,Particulier,Lyon,38.0
C02204,2023-01-10,Particulier,Lyon,39.0
C02205,2019-07-08,Particulier,lyon,34.0
C02206,2020-12-09,Professionnel,strasbourg,51.0
C02207,2021-11-08,Professionnel,Lille,50.0
C02208,2019-03-03,Professionnel,Strasbourg,30.0
C02209,2022-04-24,Particulier,Lyon,19.0
